,Id/Reply-Id,User,Comment,Date,Likes,Reply To CommentId,Link,Filename
21,22,pijoeth,"""Gott sei Dank war es kein Traum! ""??? Besser, du hättest es nur geträumt, dann hättest du vermutlich überlebt. So nimmt das Schicksal nun seinen Lauf. Und ob man anschließend Gott dafür danken soll, sei einmal dahingestellt. Mein Großvater war auch Widerstandskämpfer und drei Jahre im KZ gewesen. Zu der Zeit hat er seinen Glauben verloren... 😢😢😢",2021-07-26T09:31:44.000Z,8 likes,-,https://www.instagram.com/p/CRyNfkzMMfK/,comments-6851450748016247307.csv
19,18,honigkuchenmausi,"Furchtbar, was damals geschah. Ich habe letztens erst erfahren, dass mein Urgroßvater sich Hitler-kritisch geäußert hatte und es ihm dann nahegelegt wurde schnellstmöglich der SA beizutreten, da er sonst abgeholt werden würde und nicht mehr wieder käme. Viele sind Hitler aus freien Stücken gefolgt, aber man darf nie vergessen, dass es auch viele aus Angst um Leib, Leben und Familie taten.",2021-08-10T05:32:08.000Z,2 likes,-,https://www.instagram.com/p/CSXH2VIDz3h/,comments2039732096683415815.csv
104,59,eva_m_sch5,"Werde krank, dann kannst du nicht arbeiten. Eine rohe Kartoffel essen. Das erzeugt Fieber. Nicht zu viel, ist giftig. Woher ich das weiß? Von meinem Großvater.",2021-08-09T17:11:55.000Z,81 likes,-,https://www.instagram.com/p/CSXH2VIDz3h/,comments2039732096683415815.csv
50,17,_hippie_unicorn,"Ich muss sofort an meinen Urgroßvater ( den ich nie kennen gelernt habe ) denken. Mein Opa (mittlerweile fast 92 Jahre alt) hat mir erzählt, dass sein Vater Flugblätter gegen das Regime auf Toiletten von Gaststätten (in kleinen Dörfern) verteilt hat. Mein Großvater ist auch von Beginn an damit aufgewachsen, dass Hitler ein böser Mensch ist. Und wer hat meinen Urgroßvater verraten? Seine eigene Schwägerin 😲😪. Er hatte das Glück, dass er ""nur"" mit Arbeitslager bestraft wurde und das auch kurz vor Kriegsende. Er hat tatsächlich überlebt. Wobei mein Großvater bis heute sagt, das war nur noch die Hülle und nicht mehr sein Vater.",2021-08-08T07:09:03.000Z,9 likes,-,https://www.instagram.com/p/CSR50AbMAvF/,comments5511446747071241701.csv
1,2,corneliushein,"Hallo Sophie, mein Großvater Siegfried Abramczik hat in der Zeit des Nationalsozialismus meine Großmutter Eva geheiratet. Er hatte ein wenig jüdischess Blut (glaube 1/8) in seinen Adern. Deswegen haben sie damals Probleme bekommen und kurz vor ihrer Hochzeit ist sogar ein Bruder von meiner Oma in Marine Uniform quer durch Berlin gefahren, um sie davon abzuhalten, meinen Opa zu heiraten. Sie haben trotz allem geheiratet und waren bis zu ihrem Tot im hohen Alter zusammen, sonst könnte ich das jetzt ja auch nicht schreiben...",2021-11-08T13:43:00.000Z,10 likes,-,https://www.instagram.com/p/CV8WBxSsKFb/,comments-1238817253976130177.csv
231,192,christi_niki,"Schöne Schuhe! Mein Großvater sagte zu meinem Vater: „Wir können uns keine billigen Schuhe leisten.“
Da ist soviel Wahres dran. Echte Qualität - gut gepflegt - hält und ist so viel billiger und besser für die Umwelt als billiger Tand. ❤️",2021-05-12T07:37:42.000Z,21 likes,-,https://www.instagram.com/p/COw4ibVKm2i/,comments-481741271548181580.csv
33,22,leahcim_norab,"Woroschilowgrad, da war mein Großvater nach dem Krieg in russischer Kriegsgefangenschaft…",2021-08-12T18:05:58.000Z,2 likes,-,https://www.instagram.com/p/CSeaSeGMfJz/,comments-8807645824499723215.csv
101,58-5,sebastian_aus_bielefeld,"@ichbinsophiescholl ich habe noch einen Stapel feldpostbriefe meines Großvaters (der Vater meiner Mutter, den sie nie kennenlernen konnte). Der hieß auch Fritz, war zu der Zeit aber schon älter und wahrscheinlich 1944 tot. Bin etwas berührt gerade... ""Nie wieder Faschismus - Nie wieder Krieg."" Das war Zeit ihres Lebens die Haltung meiner Mutter.",2021-08-13T05:01:19.000Z,26 likes,58,https://www.instagram.com/p/CSeaSeGMfJz/,comments-8807645824499723215.csv
102,58-6,ichbinsophiescholl,"@sebastian_aus_bielefeld #TeamSoffer Diese Zeitdokumente musst du unbedingt gut aufbewahren. Lieben Dank, dass du die Geschichte deines Großvaters mit uns teilst!",2021-08-13T08:39:24.000Z,3 likes,58,https://www.instagram.com/p/CSeaSeGMfJz/,comments-8807645824499723215.csv
4,5,logbuch_nordwest,"Heine Bolks, mein Großvater, wurde als politischer Gefangener 1944 inhaftiert und ins Gefängnis gesteckt. Aus Angst, der niederländische Widerstand würde ihn dort befreien, wurde er in ein Konzentrationslager überstellt. Hier kam er mit schwersten Verletzungen und einem Bajonett im Bein an und wurde als Todeskandidat sofort in den „Bunker“ gesteckt. Noch im März 1945 wurde er auf der Schiessbahn des Polizeilichen Durchgangslagers Amersfoort hingerichtet. Während dies bei den 98 anderen Gefangenen mit richtiger Munition geschah, entschied man sich bei ihm dazu, Leuchtmunition zu verwenden. Er verbrannte also innerlich. Wir wissen, dass er standhaft war und keinen seiner Freunde aus dem Widerstand verraten hat, denn niemand wurde jemals belangt. Er hat dies mit seinem Leben bezahlt. Wenn ich die Zeilen hier lese macht es mich traurig und zornig zugleich.",2021-10-26T07:25:34.000Z,55 likes,-,https://www.instagram.com/p/CVc2hOgsY5O/,comments6961393623625053262.csv
1301,1302,utaskunstwerkstatt,"Meine Großmutter war nur 6 Jahre älter und war glühende Nationalsozialistin. Ihr Mann, mein Großvater, hat viele Jüd:innen um ihr Leben gebracht. Ich schäme mich.

Meine ganze Hochachtung gilt Deinem Mut, deinem Einsatz, deiner Liebe zur Gerechtigkeit, liebe Sophie.
Hass und Krieg sind NIEMALS eine Lösung. Sie gebären nur noch mehr Leid. Mit dem Blick auf den Ukrainekonflikt heute das wichtigste, was wir tun können: AUFSTEHEN gegen Hass. AUFSTEHEN für Gerechtigkeit und Würde.

Danke für dieses sehr berührende Projekt.",2022-02-22T16:14:22.000Z,74 likes,-,https://www.instagram.com/p/CaSRa0DMu8x/,comments-1738839100022462980.csv
19,20,madam.herpein,"""Engel auf den Feldern singen
Stimmen an ein himmlisch Lied
Und im Widerhall erklingen auch die Berge jauchzend mit"" - auch wenn mein Urgroßvater es gerne anders gehabt hätte, wir feiern Weihnachten. Frohe Weihnachten, Sophie ❤️",2021-12-26T20:45:37.000Z,0,-,https://www.instagram.com/p/CX8LQC9MHJ-/,comments-3004238290731104760.csv
668,669,julia.gdf_,"Ich muss ehrlich zugeben, dass ich am Anfang sehr skeptisch war...ich befasse mich sehr viel mit der Geschicht rund um den 2. Weltkrieg, da mein Urgroßvater im Krieg gefallen ist. Ich muss aber sagen, ich bin begeistert! Es war spannend, aufregend, beängstigend und doch wunderschön mitanzusehen. Es ist eine absolut andere Erzählweise der Geschichte und ich fand sie großartig😍. Mit jeder Story oder jedem Beitrag mitzufiebern und doch irgendwo auch zu wissen, was passiert und wie es endet, hat es so nahbar gemacht, als würde es gerade jetzt passieren. Großartige schauspielerische Leistung! Die letzte Story mit dem schwarzen Bild, hat mit den Atem in der Kehle stocken lassen..es brauchte kein Wort und doch weiß man was passiert ist. Ein unglaublich tolles Projekt, die Geschichte der Geschwister Scholl in die heutige Zeit zu holen und sie erneut zu erzählen! #teamsoffer #ichbinsophiescholl @ichbinsophiescholl",2022-02-18T14:34:08.000Z,0,-,https://www.instagram.com/p/CaHkfORKgdm/,comments4463772888058326181.csv
62,63,nadine.gessi,"Mein Großvater wurde als 4. Kind damals aufgrund einer weiteren Prämie die es gab Adolf genannt. Ich wusste lange nicht, dass er so hieß, weil er einen anderen Rufnamen hatte. Irgendwann habe ich durch Zufall seinen Ausweis gesehen und da hat es mir meine Oma dann erzählt. Und es war ihr immer noch ein wenig peinlich.",2022-01-25T17:13:11.000Z,82 likes,-,https://www.instagram.com/p/CZKRQmbssJ4/,comments-1093181261621933110.csv
114,60-4,ichbinsophiescholl,"@elemariee #TeamSoffer Eine unheimlich mutige und starke Entscheidung deines Urgroßvaters! Danke, dass du diese rührende Geschichte mit uns geteilt hast. ♥️ Liebe Grüße und nur das Beste für dich und deine Familie!",2021-08-03T10:40:46.000Z,66 likes,60,https://www.instagram.com/p/CSG3mRvMC6M/,comments-1298091647424910256.csv
20,21,humans_sucks_,"Vielleicht ist das jetzt etwas unpassend, aber mein Großvater der im selben Alter wie Sophie (*19.05.1921) war, wurde während des Krieges als junger Wehrpflichtiger, ebenfalls hauptsächlich an der Ostfront eingesetzt, und wenn ich hier die ganzen Geschichten über Hans, Alex oder auch Fritz lese, hat man schon ein wenig das Gefühl, sich in seine damalige Situation ein wenig besser hinein denken zu können, da das Projekt mitunter auch wahre Fallbeispiele aufzeigt, wie junge Menschen diese Zeit damals erlebt haben.",2021-07-23T18:00:48.000Z,54 likes,-,https://www.instagram.com/p/CRrPiPtsGCj/,comments-920575869997890112.csv
137,81-1,jonassanger4,@torssten_ dann schau dir den geschichtlichen Hintergrund an. Damals hat jeder von den Kindern bis zu dem Großvater geraucht. Man hätte denke ich nicht anders den Krieg aushalten können,2021-09-26T11:08:44.000Z,43 likes,81,https://www.instagram.com/p/CUSE4T3jiJx/,comments-1881378773777086839.csv
76,44,stefanesser8315,Da ich nun genau weiß was Mein Großvater und seine Brüder so im zweiten Weltkrieg so getrieben haben Stelle ich mir eine kurze Frage? Was hat Oma im zweiten wirklich gemacht?,2021-05-31T17:49:17.000Z,0,-,https://www.instagram.com/p/CPidUXZKcq3/,comments8963211296755535549.csv
108,62,kreativ435,"Meine Mutter war im BDM, ihr gefiel die Uniform so gut. Ihren Eltern war es sehr recht um die ständigen Besuche der GESTAPO zu umgehen. Mein Großvater war aktives Mitglied der SPD und stand auf der Liste der Gestapo. Schlußendlich verschleppte man ihn in ein Konzentrationslager. Mit schwersten Verletzungen wurde er entlassen und verstarb letztendlich an den Misshandlungen. Das alles hat nicht verhindern können, dass meine Mutter bis zu ihrem Tod die Fahne hoch hielt. Andere Menschen (wenn auch vergleibar wenige) haben sich anders und gegen Hass und Unrecht entschieden. Ich habe lange versucht, eine Erklärung für das Verhalten meiner Mutter zu finden. Es ist mir nicht gelungen. Zumal sie immer wieder versuchte, ihr Gedankengut an uns Kinder weiter zu geben. Erst im Alter von 14 oder 15 Jahren wurde mir bewusst, was sie da versucht hatte. Ich begriff alles erst, nachdem ich mir die Informationen selbst angelesen habe. In meiner Schulzeit wurde diese sehr schlimme Zeit einfach totgeschwiegen. Ich würde mir wünschen, dass ganz viele junge Menschen sich mit dieser Thematik auseinander setzen. Hut ab👋",2021-05-31T14:58:39.000Z,444 likes,-,https://www.instagram.com/p/CPidUXZKcq3/,comments8963211296755535549.csv
115,62-7,behlffn,"@kreativ435 meine Mutter war ebenfalls im BDM und mein Großvater ein überzeugter Nazi! Es war erst schwer für meine Mutter alles zu begreifen, dann aber hat sie sich sehr schnell für die Demokratie, Frieden und Freiheit entschieden! Sie hat ihr gesamtes Leben darunter gelitten, so erzogen worden zu sein und sich für das Nazi Deutschland zu tiefst geschämt! Sie hat mich und meine Geschwister tolerant und offen erzogen und darüber hinaus sehr kritisch und sie war am Ebde ihres Lebens Buddhistin und eine sehr intelligente soziale Frau! Ich bin ihr von ganzem Herzen dankbar",2021-05-31T20:14:45.000Z,19 likes,62,https://www.instagram.com/p/CPidUXZKcq3/,comments8963211296755535549.csv
15,16,christophergreverode,"Paß auf Dich auf, Sophie! Mein Großvater hat es auch versucht, und er hat es mit dem Leben bezahlt. Dieses Regime ist gnadenlos und menschenverachtend.",2021-12-01T21:12:56.000Z,1 like,-,https://www.instagram.com/p/CW8VWhqs2WN/,comments699163584045019193.csv
71,45-7,manekin.peace,"@frauenvondamals Danke für die Info. Der Onkel meines Großvaters war damals bei einer Einheit, die Spuren des Massenmordes in Lidice vertuschen sollten. War echt nicht einfach das heraus zu finden, weil das in der Familie verschwiegen wurde...",2021-06-12T13:17:11.000Z,6 likes,45,https://www.instagram.com/p/CP8sHAGqI3A/,comments7720553957663061356.csv
